Time Recorded,Total Apps,Store Entry Used,,,,,,,,,,,,
2/22/2018 11:25,1613,http://store.steampowered.com/search/?tags=21978&vrsupport=401,,,,,,,,,,,,
,,,,,,,,,,,,,,
Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
512220,Trickster VR: Co-op Dungeon Crawler,12.99,12-Aug-16,94%,256,Trickster Games,Trickster Games,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op","Early Access (28), Adventure (25), Action (23), VR (22), Indie (20), Dungeon Crawler (16), Procedural Generation (16), Co-op (15), Action RPG (13)",9,17074 +/- 4020,15589 +/- 3841,91.30%
682140,Undead Development,17.99,24-Oct-17,93%,63,"Masterstrike, LadrikDev",Masterstrike,"Action, Indie, Simulation, Early Access",Single-player,"Early Access (35), Indie (31), Action (22), Simulation (21), Zombies (18), VR (16), Survival (15), Base-Building (14), Building (14), Crafting (13)",2,3217 +/- 1745,2474 +/- 1530,76.90%
488760,Left-Hand Path,29.99,10-Nov-17,85%,107,Strange Company,Strange Company,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud","Adventure (23), Indie (23), RPG (20), Horror (14), VR (14), Dark (12), Magic (12), Female Protagonist (10), Dark Fantasy (10)",1,4701 +/- 2109,4207 +/- 1995,89.49%
526140,The Gallery - Episode 2: Heart of the Emberstone,29.99,18-Oct-17,88%,173,Cloudhead Games ltd.,Cloudhead Games ltd.,"Adventure, Indie","Single-player, Steam Cloud","Adventure (32), Indie (31), VR (14), Atmospheric (13), Story Rich (13), First-Person (12), 1980s (12), Puzzle (12), Great Soundtrack (11), VR Only (1)",7,11383 +/- 3282,5691 +/- 2321,50.00%
457320,HoloBall,14.99,25-Apr-16,92%,385,TreeFortress Games,TreeFortress Games,"Action, Indie, Sports","Single-player, Online Multi-Player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards","Action (23), Sports (22), Indie (21), VR (16)",4,23755 +/- 4742,21033 +/- 4462,88.54%
698260,Star Shelter,14.99,12-Oct-17,97%,80,Overflow,Overflow,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Steam Cloud","Early Access (37), Adventure (33), Action (32), Simulation (31), VR (21), Indie (21), RPG (19), Survival (14), Exploration (11), Space (6)",3,2969 +/- 1676,1980 +/- 1368,66.69%
414120,Modbox,14.99,5-Apr-16,92%,117,Alientrap,Alientrap,"Casual, Indie, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, VR Support, Steam Workshop, Steam Leaderboards, Includes level editor","Early Access (56), Simulation (50), Indie (49), Casual (49), Sandbox (41), Physics (36), VR (21), Multiplayer (8)",8,32415 +/- 5539,13115 +/- 3523,40.46%
429830,Unseen Diplomacy,2.99,4-Apr-16,89%,140,Triangular Pixels,Triangular Pixels,"Action, Indie, Simulation","Single-player, VR Support","Action (24), Simulation (24), Indie (23), VR (16)",1,14847 +/- 3749,9155 +/- 2944,61.66%
451010,Kittypocalypse,14.99,15-Aug-16,90%,111,Bolvërk Games,Bolvërk Games,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, VR Support","Strategy (37), Action (25), Indie (24), Casual (24), Tower Defense (23), VR (23), VR Only (1)",2,4454 +/- 2053,4207 +/- 1995,94.45%
605830,Organ Quarter,24.99,19-Oct-17,95%,64,Outer Brain Studios,Outer Brain Studios,"Violent, Gore, Action, Adventure, Indie",Single-player,"Violent (23), Action (22), Indie (22), Adventure (22), Gore (21), VR (17), Horror (13), Psychological Horror (12), Survival Horror (12), Atmospheric (11), Exploration (10), VR Only (1)",1,2955 +/- 2044,1847 +/- 1616,62.50%
681390,ZomDay,9.99,17-Aug-17,91%,250,INTO GAMES,INTO GAMES,"Violent, Gore, Action, Indie, RPG, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards","Early Access (42), Violent (38), Gore (36), Action (34), Indie (34), Zombies (33), VR (32), RPG (20), Blood (15), Shooter (15), Horror (14), Fast-Paced (14), Replay Value (13), Bullet Time (13), Arcade (13), Post-apocalyptic (12)",11,12372 +/- 3422,9650 +/- 3022,78.00%
726250,Unknightly,19.99,30-Nov-17,92%,54,Portal Studios,Portal Studios,"Casual, Indie, Early Access",Single-player,"Early Access (35), Indie (31), VR (25), Casual (21), Stealth (21), Assassin (10), Action (10)",3,1732 +/- 1280,1237 +/- 1082,71.42%
574140,Project LUX,24.99,2-Feb-18,93%,104,Spicy Tails,Sekai Project,"Adventure, Casual, Indie",Single-player,"Indie (25), Anime (25), Casual (24), Adventure (24), VR (22)",3,5691 +/- 2321,5444 +/- 2270,95.66%
552460,Serious Sam VR: The Second Encounter,39.99,4-Apr-17,90%,72,Croteam VR,"Devolver Digital, Croteam","Violent, Gore, Action, Indie","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","VR (61), Action (43), Indie (33), Gore (32), Violent (31), First-Person (22), Co-op (21), FPS (14), Aliens (11), Online Co-Op (10), VR Only (1)",7,17816 +/- 4106,4701 +/- 2109,26.39%
552450,Serious Sam VR: The First Encounter,39.99,30-Mar-17,82%,331,Croteam VR,"Devolver Digital, Croteam","Violent, Gore, Action, Indie","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Action (37), Indie (33), VR (26), Violent (25), Gore (25), VR Only (1)",4,28951 +/- 5235,21775 +/- 4540,75.21%
601770,Sparc,19.99,16-Nov-17,90%,156,CCP,CCP,"Action, Indie, Sports","Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats","Action (32), Sports (21), Indie (21), VR (14), Multiplayer (13)",18,7176 +/- 2606,5444 +/- 2270,75.86%
619500,cyubeVR,19.99,26-Jan-18,82%,57,Stonebrick Studios UG,Stonebrick Studios UG,"Adventure, Indie, Early Access",Single-player,"Early Access (37), Indie (33), Adventure (21), VR (17), Voxel (13), Building (13), Mining (13), Sandbox (13), Procedural Generation (13), Hunting (12), Exploration (12), Atmospheric (12), Colorful (12), Crafting (12), First-Person (12), Singleplayer (12), Open World (12)",4,1980 +/- 1368,1732 +/- 1280,87.47%
552440,The Talos Principle VR,39.99,17-Oct-17,91%,212,Croteam VR,"Devolver Digital, Croteam Publishing","Action, Adventure, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor","Adventure (34), Action (23), Indie (21), VR (20), Puzzle (17), VR Only (1)",10,24992 +/- 4864,14599 +/- 3717,58.41%
454140,First Person Tennis - The Real Tennis Simulator,19.99,6-Dec-16,92%,81,Mikori Games,Mikori Games,"Action, Casual, Indie, Simulation, Sports, Early Access","Single-player, Local Multi-Player, Shared/Split Screen, Full controller support","Early Access (36), Casual (32), Indie (31), Sports (31), Simulation (30), Action (20), VR (19), VR Only (1)",4,2227 +/- 1452,1732 +/- 1280,77.77%
490490,Blasters of the Universe,14.99,31-Aug-17,90%,107,Secret Location,The Secret Location,Action,"Single-player, SteamVR Collectibles, Steam Leaderboards","Action (33), Bullet Hell (21), VR (20), Shoot 'Em Up (12), VR Only (1)",6,10393 +/- 3136,4949 +/- 2164,47.62%
522020,Blue Effect VR,14.99,8-Feb-17,83%,100,DIVR Labs,DIVR Labs,"Action, Indie","Single-player, Multi-player, Local Multi-Player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards","Action (23), Indie (21), Horror (14), VR (12), Atmospheric (12), Survival (11), Survival Horror (11), VR Only (1)",2,4949 +/- 2164,3959 +/- 1936,80.00%
500500,Simple VR Video Player,7.99,19-Jul-16,81%,226,simplevr.pro,simplevr.pro,"Utilities, Video Production",,"VR (36), Utilities (26), Video Production (25)",17,27219 +/- 5076,26229 +/- 4983,96.36%
380670,Final Approach,14.99,4-Apr-16,94%,299,Phaser Lock Interactive,Phaser Lock Interactive,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, VR Support, SteamVR Collectibles, Steam Cloud, Steam Leaderboards","VR (27), Casual (25), Strategy (25), Indie (24), Simulation (24), Action (23)",1,46767 +/- 6653,23755 +/- 4742,50.79%
468240,VR Regatta - The Sailing Game,14.99,30-Jan-18,96%,65,MarineVerse,MarineVerse,"Racing, Simulation, Sports","Single-player, Multi-player, Online Multi-Player, Steam Achievements, In-App Purchases, Stats, Steam Leaderboards","Racing (23), Simulation (22), Sports (22), VR (16), Sailing (15), Pirates (10), VR Only (1)",3,43056 +/- 6384,6681 +/- 2514,15.52%
547590,Pinball FX2 VR,14.99,29-Nov-16,83%,137,Zen Studios,Zen Studios,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Simulation (22), VR (11), Pinball (5)",3,4701 +/- 2109,3959 +/- 1936,84.22%
708580,The Exorcist: Legion VR,4.99,22-Nov-17,83%,83,Wolf & Wood Interactive Ltd,"LegionVR, LLC","Violent, Gore, Action, Adventure, Casual, Simulation","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","Violent (22), Action (21), Casual (21), Adventure (21), Simulation (21), Gore (21), VR (12), Horror (10)",4,3217 +/- 1745,2474 +/- 1530,76.90%
587580,Nature Treks VR,9.99,4-May-17,88%,107,John Carline,John Carline,"Casual, Simulation",Single-player,"Casual (21), Simulation (21), VR (7)",4,6186 +/- 2420,5691 +/- 2321,92.00%
587470,Chroma Lab,4.99,22-Aug-17,97%,140,Sean Tann,Sean Tann,"Casual, Indie, Simulation",Single-player,"Indie (22), Simulation (22), Casual (22), VR (14), Physics (12), Sandbox (10)",2,5691 +/- 2321,4949 +/- 2164,86.96%
719410,Magical Squash,9.99,10-Nov-17,97%,70,RISING GAME,RISING GAME,"Action, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Stats, Steam Leaderboards","VR (22), Action (21), Casual (21), Sports (21), Indie (21), Simulation (20)",1,990 +/- 968,990 +/- 968,100.00%
548340,Abode,9.99,1-Dec-16,94%,171,Overflow,Overflow,Indie,Single-player,"Indie (33), Puzzle (16), VR (16), Adventure (12), Noir (10)",1,10640 +/- 3173,4701 +/- 2109,44.18%
579110,Interkosmos,4.99,25-Apr-17,88%,63,Ovid Works,Ovid Works,"Action, Adventure, Indie, Simulation",Single-player,"Simulation (31), Action (21), Indie (21), Adventure (21), VR (15), Space (12), Puzzle (11), Cold War (11), Action-Adventure (10), Atmospheric (10), Alternate History (10), Story Rich (10), First-Person (10), Space Sim (10), Funny (10), Satire (10), Singleplayer (10), Comedy (10), Replay Value (10), Flight (10)",1,3217 +/- 1745,2722 +/- 1605,84.61%
555050,Racket Fury: Table Tennis VR,9.99,9-Nov-17,91%,83,10Ants Hill,10Ants Hill,"Casual, Indie, Simulation, Sports","Single-player, Online Multi-Player","Casual (34), Simulation (32), Sports (31), Indie (21), VR (12), Fast-Paced (9)",7,3464 +/- 1811,2969 +/- 1676,85.71%
527700,Containment Initiative,9.99,14-Apr-17,82%,63,Gwyn Games,Gwyn Games,Action,"Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Online Co-op, Local Co-op, Shared/Split Screen, Steam Cloud","Action (21), VR (6), Zombies (5)",1,1237 +/- 1082,1111 +/- 1255,89.81%
499620,Ultimate Booster Experience,4.99,14-Jul-16,80%,198,GexagonVR,GexagonVR,"Action, Adventure, Casual, Simulation","Single-player, Steam Achievements, Full controller support","Simulation (33), VR (25), Adventure (22), Casual (22), Action (22), Indie (12), Horror (10)",16,21280 +/- 4488,18806 +/- 4219,88.37%
394130,Water Bears VR,9.99,27-Jan-16,100%,72,Schell Games,Schell Games,"Casual, Indie","Single-player, Steam Achievements, VR Support","Casual (26), Indie (26), VR (11), Puzzle (6), Cute (5)",1,55428 +/- 7243,16579 +/- 3961,29.91%
410570,Gunjack,4.99,5-Apr-16,80%,161,CCP,CCP,"Action, Casual","Single-player, Steam Achievements, VR Support, Partial Controller Support, Steam Leaderboards","Action (24), Casual (21), VR (11)",6,18806 +/- 4219,14352 +/- 3686,76.32%
556340,King Kaiju,4.99,31-Jan-17,85%,91,"Fire Hose Games, Chris Chung",Fire Hose Games,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Indie (22), Simulation (20), VR (6)",2,9403 +/- 2983,6681 +/- 2514,71.05%
494810,VR: Vacate the Room,3.99,15-Jul-16,87%,182,hOSHI,hOSHI,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards","Adventure (35), Indie (32), Puzzle (19), VR (19), Singleplayer (16), Short (11), Horror (10), Philisophical (9), VR Only (1)",2,15094 +/- 3780,13115 +/- 3523,86.89%
570000,Old Friend,2.99,22-Dec-16,94%,107,Tyler Hurd,"Wevr, Inc",Casual,Single-player,"Casual (21), VR (8)",1,5691 +/- 2321,5691 +/- 2321,100.00%
436490,Firebird - La Peri,6.99,19-Aug-16,81%,162,Innerspace VR,Innerspace VR,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, VR Support","Adventure (22), Indie (22), VR (9), VR Only (1)",1,5691 +/- 2321,4207 +/- 1995,73.92%
434430,Abbot's Book Demo,0,4-Apr-16,89%,164,"The Abbot's Book, LLC","Blackthorn Media, LLC","Adventure, Free to Play, Indie, RPG","Single-player, VR Support","Adventure (28), Free to Play (25), Indie (23), RPG (23), Horror (11), VR (9)",1,90565 +/- 9258,28209 +/- 5167,31.15%
425720,Cloudlands : VR Minigolf,19.99,5-Apr-16,83%,249,Futuretown,Futuretown,"Casual, Sports","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, VR Support, Steam Workshop, Steam Leaderboards, Includes level editor","Sports (22), Casual (20), VR (11), Mini Golf (7)",10,30931 +/- 5411,27466 +/- 5099,88.80%
428080,Racket: Nx,19.99,31-Jan-17,99%,269,"One Hamsa, Waves Audio",Keshet International Gaming,"Action, Casual, Indie, Sports, Early Access","Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, SteamVR Collectibles, Steam Leaderboards","Early Access (83), Sports (75), Action (73), Indie (67), VR (62), Space (52), Sci-fi (46), Multiplayer (43), Singleplayer (38), Atmospheric (37), Casual (23), e-sports (17), VR Only (1)",5,10145 +/- 3099,9403 +/- 2983,92.69%
483970,Directionless,0.99,31-May-16,82%,52,Zach Tsiakalis-Brown,Zach Tsiakalis-Brown,Indie,Single-player,"Indie (21), VR (6)",,2969 +/- 1676,1485 +/- 1185,50.02%
484870,Battle Dome,14.99,8-Jun-17,91%,448,Bad Bird Studios,,Action,"Single-player, Multi-player, Co-op","Action (25), VR (24), FPS (9), Multiplayer (8)",7,13857 +/- 3621,11383 +/- 3282,82.15%
496250,Paddle Up,9.99,24-Aug-16,89%,215,Pavel Jamal,Pavel Jamal,"Indie, Sports, Early Access","Single-player, Multi-player, Online Multi-Player, Steam Achievements","Early Access (26), Sports (23), VR (21), Indie (21)",3,7423 +/- 2651,6928 +/- 2561,93.33%
494960,Twisted Arrow,19.99,28-Mar-17,88%,72,Phaser Lock Interactive,Phaser Lock Interactive,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Action (21), Adventure (20), VR (16), FPS (10), Action-Adventure (10)",3,2722 +/- 1605,1732 +/- 1280,63.63%
499540,Wake Up,0,9-Aug-16,87%,70,Black Cell OG,Black Cell OG,"Adventure, Indie","Single-player, Steam Achievements","Adventure (33), Indie (33), Free to Play (15), VR (15), Great Soundtrack (13), Singleplayer (13)",1,49242 +/- 6827,18806 +/- 4219,38.19%
501180,Acan's Call: Act 1,0,11-Aug-16,84%,279,Cyberith GmbH,Cyberith GmbH,"Action, Adventure, RPG",Single-player,"Adventure (27), RPG (25), Action (24), VR (10)",3,68790 +/- 8069,30683 +/- 5389,44.60%
503340,Dig 4 Destruction,11.99,14-Aug-16,94%,99,"COLOPL, Inc.","COLOPL, Inc.","Action, Casual, Massively Multiplayer","Single-player, Multi-player, Online Multi-Player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Casual (22), Massively Multiplayer (22), Action (22), VR (14)",12,5196 +/- 2218,4701 +/- 2109,90.47%
516590,CyberThreat,19.99,18-Aug-16,81%,85,Enigmatic,"Enigmatic, Leading Role","Action, Indie, Early Access","Single-player, Steam Leaderboards","Early Access (48), Indie (43), Action (35), VR (32), Open World (24), Robots (24), FPS (24), Cyberpunk (23), Sci-fi (23), Bullet Time (22), Sandbox (22), Shoot 'Em Up (21), Shooter (14), Flight (12)",1,2227 +/- 1452,2227 +/- 1452,100.00%
534000,Fast Action Hero,11.99,3-Oct-16,86%,79,Sirius Sam,RL Agency,"Violent, Action, Casual, Indie, Strategy, Early Access","Single-player, Stats","Early Access (49), Action (44), Indie (33), First-Person (25), VR (24), Shooter (24), Action-Adventure (23), Realistic (22), Violent (21), Movie (21), Casual (20), Strategy (16), FPS (14)",1,2969 +/- 1676,2722 +/- 1605,91.68%
534230,Quell 4D,19.99,14-Oct-16,82%,82,Rubycone,Rubycone,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Indie (31), Action (21), Shooter (11), Action-Adventure (10), VR (10), Atmospheric (10), Adventure (10), FPS (10), Great Soundtrack (10), Classic (8)",1,2216 +/- 1770,2216 +/- 1770,100.00%
503340,Dig 4 Destruction,11.99,14-Aug-16,94%,99,"COLOPL, Inc.","COLOPL, Inc.","Action, Casual, Massively Multiplayer","Single-player, Multi-player, Online Multi-Player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Casual (22), Massively Multiplayer (22), Action (22), VR (14)",12,5196 +/- 2218,4701 +/- 2109,90.47%
501180,Acan's Call: Act 1,0,11-Aug-16,84%,279,Cyberith GmbH,Cyberith GmbH,"Action, Adventure, RPG",Single-player,"Adventure (27), RPG (25), Action (24), VR (10)",3,68790 +/- 8069,30683 +/- 5389,44.60%
499540,Wake Up,0,9-Aug-16,87%,70,Black Cell OG,Black Cell OG,"Adventure, Indie","Single-player, Steam Achievements","Adventure (33), Indie (33), Free to Play (15), VR (15), Singleplayer (13), Great Soundtrack (13)",1,49242 +/- 6827,18806 +/- 4219,38.19%
509540,SVRVIVE: The Deus Helix,18.99,17-Nov-16,80%,63,SVRVIVE Studios,SVRVIVE Studios,"Adventure, Indie",Single-player,"Adventure (23), Indie (21), VR (13), Puzzle (7)",1,5939 +/- 2371,3363 +/- 2194,56.63%
517670,Cowbots and Aliens,19.99,7-Nov-16,87%,78,Wizard Games Inc,Wizard Games Inc,"Action, Adventure, Casual, Indie, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer","Early Access (28), VR (25), Adventure (23), Action (23), Indie (21), Casual (21), Shooter (13), FPS (13), Western (6)",15,3712 +/- 1874,2474 +/- 1530,66.65%
516590,CyberThreat,19.99,18-Aug-16,81%,85,Enigmatic,"Enigmatic, Leading Role","Action, Indie, Early Access","Single-player, Steam Leaderboards","Early Access (48), Indie (43), Action (35), VR (32), Robots (24), FPS (24), Open World (24), Cyberpunk (23), Sci-fi (23), Sandbox (22), Bullet Time (22), Shoot 'Em Up (21), Shooter (14), Flight (12)",1,2227 +/- 1452,2227 +/- 1452,100.00%
494960,Twisted Arrow,19.99,28-Mar-17,88%,72,Phaser Lock Interactive,Phaser Lock Interactive,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Action (21), Adventure (20), VR (16), FPS (10), Action-Adventure (10)",3,2722 +/- 1605,1732 +/- 1280,63.63%
496250,Paddle Up,9.99,24-Aug-16,89%,215,Pavel Jamal,Pavel Jamal,"Indie, Sports, Early Access","Single-player, Multi-player, Online Multi-Player, Steam Achievements","Early Access (26), Sports (23), VR (21), Indie (21)",3,7423 +/- 2651,6928 +/- 2561,93.33%
528580,Found,0,14-Sep-16,88%,92,"Priyam Parikh, Andrew Moran, Jake Stull, Jewel Lim, Niko Korolog, Aaron Bales",FoundVR,"Adventure, Casual, Free to Play, Indie, Early Access",Single-player,"Early Access (37), Adventure (33), Free to Play (28), VR (26), Indie (23), Casual (23), Fantasy (15), First-Person (14), Cinematic (14), Interactive Fiction (13), Experimental (12), Dragons (12)",2,42066 +/- 6310,15094 +/- 3780,35.88%
561080,The Price of Freedom,0,22-Dec-16,96%,238,Construct Studio,Construct Studio Inc.,"Adventure, Indie",Single-player,"Indie (24), Adventure (22), VR (18), Story Rich (16), Atmospheric (15), Mystery (14), Cinematic (14), Cold War (14), Historical (13)",2,41818 +/- 6291,22023 +/- 4566,52.66%
569630,Out of Ammo: Death Drive,14.99,16-Aug-17,86%,50,RocketWerkz,RocketWerkz,"Violent, Gore, Action, Indie, Strategy","Single-player, Steam Achievements","Action (23), Violent (22), Gore (22), Strategy (22), Indie (20), VR (8)",2,2227 +/- 1452,2227 +/- 1452,100.00%
555060,Final Soccer VR,19.99,17-Nov-16,89%,58,Ivanovich Games,Ivanovich Games,"Action, Casual, Indie, Simulation, Sports","Single-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Leaderboards","Simulation (26), Sports (25), Action (24), Casual (24), Indie (24), VR (9)",6,10640 +/- 3173,8661 +/- 2863,81.40%
584930,Conductor,9.99,2-May-17,95%,92,Overflow,Overflow,"Action, Adventure, Indie",Single-player,"Indie (31), Adventure (21), Action (21), Puzzle (13), VR (13), Action-Adventure (11)",2,2227 +/- 1452,1980 +/- 1368,88.91%
553590,Hot Squat,0,22-Nov-16,94%,56,Bean Boy Games,Bean Boy Games,"Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Leaderboards","VR (33), Indie (31), Sports (31), Simulation (31)",1,15837 +/- 3872,7671 +/- 2694,48.44%
